pair_id	median_1p	median_1q	median_2p	median_2q	median_3p	median_3q	median_4p	median_4q	median_5p	median_5q	median_6p	median_6q	median_7p	median_7q	median_8p	median_8q	median_9p	median_9q	median_10p	median_10q	median_11p	median_11q	median_12p	median_12q	median_13q	median_14q	median_15q	median_16p	median_16q	median_17p	median_17q	median_18p	median_18q	median_19p	median_19q	median_20p	median_20q	median_21q	median_22q
1076_pair	-1.095965e-03	0	-1.248822e-03	2.003404e-03	1.950149e-03	1.123993e-03	2.029616e-03	5.092673e-03	2.929422e-03	2.929422e-03	-2.736272e-03	3.836326e-03	-1.463555e-03	1.990113e-03	-2.086735e-03	3.264937e-03	-4.453839e-03	-1.764738e-03	-6.629652e-04	-3.917685e-03	1.527244e-03	-2.925064e-03	-1.417275e-02	-2.793752e-03	1.337042e-03	-7.589377e-04	-1.009847e-02	-5.419656e-03	-4.362304e-03	-5.347659e-03	-6.927811e-03	-1.031232e-02	9.395728e-04	-8.135383e-03	-1.297788e-02	-1.041092e-03	-1.351340e-02	-2.383000e-03	-9.303365e-03
1078_pair	-8.639886e-04	6.885077e-05	-1.232487e-03	-7.684966e-04	3.046787e-04	-3.211129e-04	7.011749e-04	-9.111399e-04	-6.463269e-04	-1.328133e-03	0	-2.244252e-04	2.716694e-04	1.150727e-04	1.361883e-03	4.938898e-05	-2.432374e-04	1.243999e-03	-1.884610e-04	-9.515007e-04	1.212807e-03	8.534355e-04	-4.036236e-03	-3.471957e-03	1.823827e-03	1.046191e-03	2.505968e-04	-4.247636e-04	8.300300e-04	1.872523e-03	6.565864e-05	-2.329327e-03	-6.921015e-04	3.523225e-03	-2.393594e-04	2.016973e-03	2.575779e-03	-1.635787e-04	-1.095245e-04
1101_pair	-4.429185e-05	-9.644300e-05	1.998639e-03	-2.614292e-05	5.781129e-04	1.567657e-04	-4.349067e-04	-2.144473e-03	-8.560548e-04	-6.094059e-05	-1.702491e-04	-1.589866e-03	1.495135e-03	-8.681964e-04	-3.766778e-04	-1.132706e-03	6.545252e-04	-3.766119e-05	-4.262372e-03	1.137667e-03	-8.925931e-04	1.595888e-03	-4.765627e-03	-4.357688e-03	1.210504e-03	1.320226e-03	1.984652e-04	-1.429275e-03	7.083893e-04	-1.067520e-03	-1.435944e-03	-1.464448e-03	1.228131e-03	8.648739e-04	2.666035e-03	3.465259e-03	1.053209e-03	2.660891e-04	1.793224e-03
115_pair	-3.536492e-03	-4.052289e-03	-7.731714e-03	1.083130e-02	-3.120166e-03	7.615450e-03	-3.541072e-03	3.004327e-03	1.912033e-03	7.136241e-03	-5.996787e-03	8.399730e-03	5.526154e-03	5.084952e-03	3.608088e-03	3.608088e-03	7.100983e-03	-6.476500e-03	-4.567143e-03	-3.659489e-03	-3.278923e-03	-1.697330e-03	3.757171e-03	1.817938e-03	6.449945e-04	-2.098475e-03	-1.548682e-02	-1.569557e-02	-2.036954e-02	-1.368940e-02	-1.064550e-02	4.667212e-04	4.667212e-04	-1.856215e-02	-1.710789e-02	-8.196394e-03	-8.990513e-03	-1.032058e-02	-1.981394e-02
1164_pair	4.649007e-04	2.190549e-03	-1.040890e-04	5.559107e-04	5.218209e-04	-8.831646e-04	1.226553e-04	-5.558993e-05	3.546659e-04	-8.680748e-05	8.864875e-04	-2.680712e-05	1.997250e-03	1.062856e-03	-2.464709e-03	-9.687570e-04	3.530800e-04	-3.432831e-04	-3.030570e-03	4.807754e-04	3.194411e-04	2.415284e-03	-4.783052e-03	-3.732334e-03	-7.017970e-03	1.499451e-04	-1.597425e-03	-3.546729e-03	-5.347039e-04	1.734777e-03	-2.831319e-03	-1.478041e-03	-2.834505e-04	-9.330790e-03	-5.056682e-03	4.915766e-04	3.624542e-04	-1.946233e-03	-6.261388e-04
1169_pair	-1.338767e-03	-3.315234e-03	7.066747e-04	1.159430e-03	2.087635e-04	7.850728e-04	-3.534146e-04	1.749775e-03	-4.458329e-03	1.224906e-03	1.655914e-03	3.622257e-03	4.048603e-04	5.396542e-05	1.954117e-03	1.099776e-03	-2.234239e-03	-3.433811e-03	-8.445535e-03	-1.138180e-03	-2.534571e-03	-1.543057e-03	5.516937e-01	5.532026e-01	1.679386e-03	-7.118582e-03	-4.084344e-03	-1.100228e-02	-7.592447e-03	-7.582094e-03	-6.171672e-03	-5.799116e-03	-2.037590e-03	-1.490055e-02	-5.884181e-03	-2.372487e-03	-6.399510e-03	-3.613748e-03	-6.665286e-03
1179_pair	-4.101931e-04	9.166048e-04	-1.605005e-03	-4.059335e-04	1.229617e-04	1.302079e-03	-1.068429e-03	4.422550e-04	8.281333e-04	-6.629399e-04	6.363991e-04	-3.677674e-04	-1.841836e-04	0	1.044865e-04	-1.753005e-03	3.695601e-04	7.141917e-04	8.808645e-04	1.331199e-04	5.998043e-04	2.822520e-03	3.626617e-04	-6.211240e-04	-3.339109e-03	1.047539e-03	3.811554e-04	-1.666808e-03	-1.274684e-03	5.749372e-04	1.881711e-04	1.658277e-04	-3.312992e-04	1.198566e-03	4.800543e-04	-2.549135e-03	-9.415989e-04	-2.265963e-03	-1.971086e-03
1183_pair	-4.809047e-03	-4.809047e-03	4.896726e-01	4.900276e-03	4.776597e-03	7.893866e-03	-1.863314e-01	1.065601e-02	9.801543e-03	4.140702e-03	-5.052410e-03	-9.554956e-01	4.304619e-03	6.167746e-03	-2.888573e-03	6.071915e-03	8.732611e-03	-3.240433e-03	-3.260821e-03	-3.952196e-03	4.156586e-01	-4.019971e-03	5.552874e-03	-7.431599e-04	2.794086e-03	-2.884449e-03	-6.224081e-03	-1.214108e-02	1.956540e-03	-9.741305e-01	-1.175262e-02	-8.749208e-04	7.826525e-03	-1.334992e-02	-9.075014e-03	2.106893e-03	-1.438958e-02	1.617496e-01	-1.448859e-02
1191_pair	-2.068072e-04	-1.396403e-04	-5.282737e-04	-7.994044e-05	2.204249e-03	-1.280043e-03	-6.682273e-04	-7.106637e-04	2.796204e-04	6.008338e-04	2.489499e-04	-1.615940e-03	-3.800464e-04	5.276572e-04	4.285702e-03	-1.150432e-03	1.596501e-03	8.012063e-04	1.157311e-03	1.539108e-03	1.732836e-03	-9.271866e-04	4.704544e-01	4.700498e-01	-1.488666e-03	5.391539e-04	2.167424e-03	1.253911e-03	1.885503e-03	3.677034e-04	2.544902e-04	-2.202483e-03	6.881232e-04	2.465828e-03	1.027199e-03	3.520738e-03	3.718440e-04	-8.155622e-04	-2.752269e-03
1192_pair	-4.360825e-04	-1.662746e-03	4.905177e-05	4.661007e-04	6.048940e-04	1.963072e-04	5.510530e-04	1.279163e-03	1.352225e-04	-9.801562e-04	-1.033250e-03	2.267721e-03	1.142856e-03	5.848254e-04	1.298761e-03	-7.478645e-04	-4.172455e-05	-4.820811e-04	-1.187699e-03	1.574430e-03	-2.494829e-03	-5.617415e-03	5.578732e-01	5.552429e-01	1.711801e-03	3.317863e-03	-1.673777e-03	-1.778976e-03	-2.594275e-03	2.170028e-03	-1.443192e-03	-1.906687e-03	-1.153427e-03	1.528451e-03	-3.118940e-03	-2.655338e-04	-1.516619e-03	-3.273895e-03	-3.369145e-03
122_pair	5.891083e-04	7.146208e-05	1.569835e-04	-8.000974e-04	-5.406736e-04	-3.880296e-04	-1.510269e-03	3.833355e-04	-5.337533e-04	6.722040e-04	-9.257594e-04	-5.767266e-04	-1.456020e-03	5.630797e-04	1.443505e-03	-1.107388e-04	-8.734930e-04	2.799650e-04	2.818546e-04	0	1.865562e-03	2.672346e-04	-5.162598e-03	-4.021685e-03	-2.476599e-04	1.898386e-03	9.442463e-04	1.524492e-03	2.394564e-03	2.737464e-03	4.314851e-03	-1.673558e-04	-1.684783e-03	5.238775e-03	4.954947e-03	1.394163e-04	1.436293e-03	4.592904e-04	1.433039e-03
125_pair	2.049644e-03	-1.315108e-03	5.178892e-04	8.611952e-04	-1.546813e-04	-2.582665e-03	2.915345e-03	-3.294821e-04	1.619412e-03	-4.421349e-04	1.674173e-03	-6.675331e-04	2.776779e-03	-2.988567e-04	-1.127993e-03	-1.662893e-04	-2.331053e-04	-1.037325e-03	-5.542287e-03	2.212597e-04	2.256170e-03	3.974737e-03	-5.070050e-03	-4.122430e-03	-5.278850e-03	-1.277511e-03	9.366868e-05	-1.625182e-03	3.600566e-03	-2.716095e-03	-6.020596e-03	-4.624582e-03	2.211662e-03	3.142502e-04	3.544578e-03	4.280510e-03	3.193214e-04	3.876566e-04	1.732673e-03
1267_pair	-8.251308e-05	1.135157e-03	5.367683e-04	7.316727e-04	2.527447e-03	2.201250e-04	4.536055e-05	8.480443e-04	-2.459832e-04	-2.459832e-04	1.334092e-03	8.872736e-05	2.057136e-03	-1.409261e-03	-1.520604e-03	-1.345586e-03	1.032732e-03	7.461146e-04	-5.509729e-03	1.141001e-03	1.124913e-03	9.310680e-04	-3.068101e-03	-2.758233e-03	-2.233196e-04	7.749585e-04	-1.487925e-03	-1.813075e-03	6.132614e-04	-2.217708e-03	-2.500456e-03	-4.885461e-04	2.691623e-04	-7.706608e-03	-5.011656e-03	3.871578e-03	-6.955336e-04	-3.428992e-03	-2.546990e-03
1276_pair	6.286047e-04	-1.408662e-04	-3.950389e-04	6.461613e-04	1.079339e-04	-5.585199e-04	-3.518027e-04	-1.235532e-04	7.613692e-05	-2.833908e-04	-6.732793e-04	7.320672e-04	-1.133010e-04	8.100924e-04	9.106587e-04	-6.748941e-05	-1.934287e-04	9.624250e-04	1.384253e-03	1.812890e-04	-1.775040e-04	1.451820e-03	-1.701964e-03	-2.295832e-03	1.327910e-03	1.672214e-03	-2.175266e-04	-9.463383e-04	-3.280280e-04	4.374728e-04	6.795408e-04	2.792752e-03	0	4.816769e-03	2.153275e-03	-4.005191e-04	5.897446e-05	-1.726904e-03	-2.819906e-03
128_pair	-4.873506e-05	8.928589e-04	4.250182e-02	3.483029e-04	2.602617e-03	-8.230605e-04	-1.779580e-03	-1.318873e-03	1.016984e-03	2.565832e-05	1.812764e-03	-2.546311e-04	-3.013612e-04	-1.192661e-03	-6.793471e-01	4.533000e-01	3.652737e-04	2.465771e-05	4.783966e-03	2.398035e-03	3.714391e-05	-2.772972e-03	-8.980383e-03	-7.872449e-03	-2.208241e-04	-8.735484e-04	-1.028939e-03	4.752165e-03	6.936197e-04	5.082429e-03	2.178405e-03	-1.574159e-03	-2.143104e-03	-2.390614e-04	3.152706e-04	2.716111e-03	-8.048183e-04	-9.269283e-04	3.525953e-04
1292_pair	2.988505e-03	-3.979972e-03	1.005267e-03	2.076119e-03	2.930477e-03	0	-5.560838e-03	-8.411239e-04	-2.342742e-05	-2.668442e-04	9.430048e-04	-4.127093e-03	2.194084e-03	-3.043213e-06	-3.120050e-02	4.052220e-03	-6.159152e-02	1.160708e-01	1.197410e-03	1.635753e-03	7.216904e-04	3.029672e-03	-1.277369e-02	-1.167697e-03	-4.791616e-03	8.584511e-04	1.027064e-03	-8.840606e-04	-9.429929e-03	-7.912598e-01	-6.815234e-03	9.006308e-04	2.356083e-04	-6.567451e-03	6.198067e-03	4.746870e-03	-6.230603e-03	8.522987e-05	-3.057142e-03
1297_pair	-7.656526e-03	-3.149740e-03	3.120529e-03	1.295250e-03	2.110331e-03	1.779146e-02	-1.510487e-01	2.257155e-03	2.483576e-03	1.695267e-04	-1.350214e-03	-6.570048e-02	2.405502e-03	6.611795e-04	-2.218649e-03	4.789487e-03	3.595031e-03	-2.935434e-04	-4.210466e-03	-7.108814e-05	4.125116e-03	-3.913168e-04	-1.104667e-03	-4.962748e-03	2.824232e-03	0	1.117442e-03	-1.332405e-02	-1.450872e-03	-1.484878e-02	-1.330077e-02	-1.653891e-01	2.827429e-03	-2.408309e-02	-1.183412e-02	-1.038341e-03	-7.398069e-03	1.683474e-02	-1.128911e-02
1319_pair	-1.599641e-04	-1.599641e-04	4.110814e-05	1.969956e-04	2.131109e-04	-9.108762e-04	-1.413391e-05	2.048555e-04	2.667383e-03	-3.628873e-04	8.441701e-04	-4.581477e-04	9.319442e-04	-7.902320e-04	-8.595025e-04	5.642190e-04	3.239047e-03	1.089164e-03	-2.296232e-03	-1.891157e-04	1.019001e-03	3.165411e-04	-1.210950e-03	-1.126435e-03	1.695740e-03	5.007088e-04	8.898148e-04	-5.441649e-04	1.828774e-03	4.478216e-03	-1.015005e-03	8.017735e-04	-5.820165e-04	1.647009e-03	4.969043e-03	1.321746e-03	0	-6.699111e-04	-2.599645e-03
1323_pair	-6.442415e-04	4.831563e-04	-3.564008e-04	3.435397e-04	-2.242083e-04	-1.428358e-04	-1.615928e-03	4.533621e-04	8.392426e-04	-4.161432e-04	2.780494e-04	1.037009e-03	1.271563e-03	2.873024e-04	-8.296962e-05	-6.956776e-04	7.240098e-04	4.830152e-04	-4.303972e-04	1.155077e-03	2.407173e-04	1.708742e-03	-1.376677e-03	-2.880586e-03	8.370660e-04	-7.358092e-04	-1.393520e-03	0	1.346994e-03	-2.060904e-03	-1.420707e-03	1.724165e-04	-5.158609e-04	3.685989e-03	3.445905e-03	2.147728e-03	-2.198989e-04	1.996336e-03	-1.285685e-03
1339_pair	3.531623e-04	9.066566e-06	-5.339758e-05	-2.076344e-04	-6.797337e-04	-4.833820e-04	-9.609107e-04	-6.297974e-04	-1.351234e-04	-5.089704e-04	-4.853955e-04	-1.023920e-02	-8.225519e-04	-9.786664e-04	1.780867e-04	-1.447061e-04	-1.314237e-03	-2.922551e-04	3.914660e-04	7.258851e-04	1.638328e-03	6.042099e-04	1.565109e-03	3.066702e-03	1.294227e-01	6.794538e-04	1.258704e-03	9.462031e-04	9.462031e-04	2.345179e-03	-9.208019e-04	-7.450301e-04	-7.450301e-04	5.769188e-03	3.809613e-03	1.208961e-03	1.445651e-03	-9.387668e-04	1.193445e-03
1344_pair	-1.087468e-03	-7.277516e-04	2.115389e-01	5.476595e-04	1.330743e-03	1.330743e-03	-5.873364e-04	1.184924e-03	2.047049e-04	4.290073e-04	-2.324081e-03	-6.228977e-02	1.776923e-03	-2.142848e-04	-1.379366e-02	1.077589e-03	1.909541e-03	1.239241e-03	-3.589083e-03	-5.363329e-05	2.064799e-03	-3.890475e-03	8.855003e-04	-4.113082e-03	2.380506e-03	-1.876353e-03	-7.413698e-04	-8.612847e-03	9.559410e-04	-7.695918e-04	-5.870368e-03	-9.521804e-02	4.227980e-03	-1.357205e-02	3.036997e-03	-2.263853e-02	-1.983446e-03	-6.147304e-05	-5.086994e-04
134_pair	-2.956978e-03	-4.453674e-03	-1.673833e-03	4.608617e-04	2.291859e-03	3.159113e-05	1.477674e-03	1.477674e-03	4.273620e-03	-2.998095e-04	-4.013159e-03	1.016885e-03	1.764486e-03	-8.362341e-04	1.078054e-03	1.187168e-03	3.941760e-03	-2.461419e-03	-6.906254e-03	0	1.087287e-03	1.809874e-04	5.579476e-01	5.580342e-01	3.589690e-03	3.035885e-03	-4.916385e-03	-1.085291e-02	-1.879690e-03	-9.237437e-03	-1.294037e-02	-4.321301e-03	1.386891e-03	-2.319190e-02	-1.476486e-02	3.358215e-03	-4.487807e-03	1.784721e-03	-9.248753e-03
1353_pair	1.245216e-03	2.334631e-03	3.020102e-03	-1.805823e-03	6.830005e-05	6.830005e-05	-3.231739e-04	-1.118800e-03	-4.849365e-03	5.310909e-04	1.871092e-03	-7.908329e-05	-1.974358e-03	8.906894e-04	7.931738e-04	-2.179165e-03	-9.179611e-04	-1.532889e-03	-1.051307e-03	-5.176921e-04	-1.227697e-03	3.423520e-03	5.522873e-01	5.500894e-01	-2.688426e-03	4.768442e-03	4.466853e-03	5.132752e-04	-2.262082e-03	6.117660e-04	1.279788e-03	-8.346251e-03	-5.091787e-04	-4.340555e-03	-6.923200e-03	-1.857444e-03	-3.351117e-03	-4.262242e-03	-1.278173e-03
1360_pair	4.645139e-04	6.517284e-04	-3.694774e-04	1.931142e-04	-2.827859e-04	-1.517775e-04	2.054062e-04	6.063327e-04	5.290022e-05	5.290022e-05	-5.498922e-04	4.243816e-04	-7.244591e-04	2.122233e-04	1.495157e-03	-2.641109e-04	-1.526288e-03	-1.105209e-03	-5.477007e-04	2.674866e-04	-9.021351e-04	7.371426e-04	-2.917773e-03	-1.508697e-03	8.371504e-04	1.602898e-03	-1.634535e-03	-2.588434e-03	-2.761092e-03	0	1.351596e-03	-2.061405e-03	-1.570704e-03	6.893103e-03	-1.338516e-03	-3.192401e-03	-8.267227e-04	1.565941e-03	1.883186e-04
1371_pair	0	-2.455736e-03	1.245371e-01	-1.225915e-03	1.132650e-04	-2.500914e-03	-1.413172e-03	-4.728211e-03	-1.126334e-04	-1.928815e-03	8.080051e-04	-3.406699e-03	-2.093689e-04	-1.272437e-03	4.708257e-03	-2.085434e-03	-1.132533e-03	3.071162e-03	3.220668e-03	2.730292e-03	-1.488107e-03	4.580496e-03	-4.166231e-03	-2.894786e-03	-3.745016e-03	5.475873e-03	3.096005e-03	8.284014e-03	7.207835e-03	5.591600e-03	3.789148e-03	1.368234e-04	2.970918e-05	1.100116e-02	6.875655e-03	4.467122e-03	1.041954e-02	-9.970807e-07	5.791752e-03
137_pair	3.049158e-03	1.498758e-03	-4.184193e-05	-5.637322e-04	-6.575599e-04	6.480280e-04	-1.953828e-03	-1.030512e-03	-1.959067e-03	-1.197048e-04	-9.858454e-04	-8.782001e-05	-1.844887e-04	2.858886e-03	3.451414e-03	-9.649302e-04	-2.570086e-04	2.128642e-03	9.154119e-04	1.586849e-03	-5.638114e-04	5.892662e-03	-1.993337e-03	-2.418540e-03	-5.950938e-04	2.991763e-03	4.421794e-03	6.566118e-03	2.915913e-03	6.240129e-03	6.090131e-03	-1.840699e-03	0	2.463860e-02	1.531266e-02	2.035180e-04	6.349936e-03	-1.911968e-03	6.731172e-03
1384_pair	7.937847e-04	6.795964e-04	3.058463e-01	1.133059e-03	1.208942e-03	8.455324e-04	2.153163e-03	2.893654e-03	-8.459589e-04	-1.891344e-03	8.565113e-04	1.957162e-03	1.356278e-03	-5.180610e-04	-3.773196e-01	-1.210896e-04	5.198853e-04	1.267934e-03	3.031956e-03	-4.786973e-03	-1.764991e-03	-2.058437e-03	-2.093053e-03	-1.947024e-03	4.962471e-03	-4.083987e-04	1.808989e-03	1.708685e-04	-9.280717e-04	-2.390779e-04	-4.313110e-04	1.950815e-03	2.148297e-03	1.704815e-03	-5.591711e-03	1.533515e-03	-4.553399e-03	4.634037e-04	-7.066281e-03
138_pair	-2.304303e-03	1.262023e-04	5.974600e-04	1.830415e-03	1.621950e-03	1.521989e-03	3.490510e-03	-3.921538e-04	-4.316873e-04	-4.316873e-04	2.701603e-04	5.884228e-04	4.697225e-03	-2.234588e-03	-1.627878e-03	-2.704708e-04	6.097627e-03	1.385364e-03	-8.614573e-03	2.534275e-03	1.187483e-03	-5.107527e-03	-1.172692e-03	-6.265326e-03	4.258980e-03	-1.179361e-03	-2.913477e-03	-4.785768e-03	1.103379e-04	-1.103157e-04	-7.186946e-03	-6.454917e-04	2.699136e-03	-5.172058e-03	-4.219770e-03	6.286162e-03	3.297146e-03	-2.814623e-03	-4.513600e-03
139_pair	-6.383297e-03	-2.734414e-03	-1.601123e-03	5.973121e-03	1.884792e-03	5.379299e-03	2.650504e-03	6.216308e-03	4.449286e-03	2.433503e-03	-3.978175e-03	5.616509e-03	-1.087080e-03	3.285911e-03	-9.037596e-04	4.979942e-03	4.436571e-03	1.364459e-04	-2.500996e-04	-2.456397e-03	-1.665085e-03	-9.321704e-03	3.428714e-03	-3.147657e-03	2.847050e-03	-2.861908e-03	-9.588099e-03	-1.626178e-02	-9.940074e-03	-1.753763e-02	-1.368281e-02	-2.943361e-03	1.222932e-03	-1.936240e-02	-2.807556e-02	-3.363994e-03	-1.810225e-02	9.647415e-04	-2.528140e-02
1416_pair	-8.773598e-03	-1.027272e-03	-1.454058e-03	1.252112e-03	8.638463e-04	-1.950441e-04	1.791569e-03	2.646221e-03	6.066288e-03	4.419459e-04	-8.712492e-03	1.524172e-03	7.421145e-04	0	-2.893041e-03	2.153240e-03	2.245143e-03	-2.568645e-03	3.806118e-04	6.931933e-04	2.395453e-03	-1.973826e-04	3.491185e-04	-1.189022e-03	1.772337e-03	-1.754567e-03	-8.474533e-03	-1.423074e-02	-1.929966e-03	-1.254375e-02	-1.730070e-02	3.294084e-04	2.101905e-03	-2.332154e-02	-8.409384e-03	3.359786e-03	-1.740940e-02	1.753916e-03	-1.396884e-02
141_pair	-1.581654e-02	-1.342419e-02	0	1.432850e-02	1.740101e-03	1.348616e-02	9.512115e-03	1.987626e-02	1.878347e-02	2.195210e-03	-2.221684e-02	1.002738e-02	2.712540e-03	8.576736e-04	1.023289e-02	1.023289e-02	1.080724e-02	-1.709544e-02	-6.194124e-03	-3.580859e-03	-1.436099e-02	-2.021565e-02	-6.532374e-03	-9.037781e-03	1.694337e-03	-5.253057e-03	-2.230917e-02	-4.208357e-02	-2.361562e-02	-4.479007e-02	-4.660257e-02	-1.047287e-02	5.663227e-03	-1.011738e-01	-1.066312e-01	-2.665265e-03	-4.368444e-02	-1.055474e-02	-5.605273e-02
1423_pair	1.397970e-03	-2.532652e-03	-1.896171e-03	4.583082e-04	-1.512371e-03	1.020101e-01	1.466267e-03	1.002116e-03	-3.517536e-04	1.835964e-03	-1.499674e-03	1.449803e-03	7.517372e-05	3.499542e-04	1.140190e-03	4.281277e-04	8.603987e-05	-2.296278e-03	-2.068605e-03	0	-1.021196e-03	-3.498376e-03	2.535245e-01	2.527009e-01	-3.989086e-03	4.777984e-04	-4.007929e-03	-4.724198e-03	-2.729763e-03	-3.949988e-03	5.319763e-04	-1.379001e-03	-1.379001e-03	-3.678845e-03	-4.670496e-03	-2.125608e-03	-7.972606e-03	-5.345701e-04	-5.024893e-03
1424_pair	9.465184e-04	-1.182618e-03	-7.335723e-04	1.425329e-03	7.413636e-04	-9.310179e-04	-1.992723e-03	-1.140464e-04	-2.751377e-04	7.261234e-04	-1.141341e-03	-4.241386e-04	-6.210690e-05	3.438198e-04	1.969572e-03	-4.461993e-05	1.288094e-04	6.833175e-04	1.674597e-03	4.065285e-04	0	1.063129e-03	-1.661481e-03	-3.052240e-03	1.830294e-03	1.443850e-03	-9.469842e-04	-4.417505e-04	5.900972e-05	5.604848e-04	7.961683e-04	-2.213908e-05	4.278098e-04	1.283326e-03	-1.834098e-03	-1.408763e-03	-1.954846e-03	-3.614968e-04	-2.336729e-03
1425_pair	-4.158838e-03	-1.701557e-03	-2.671296e-03	2.220200e-04	-1.291514e-03	3.741017e-04	2.058661e-04	3.998943e-03	8.191100e-04	-4.564224e-04	-2.932733e-03	3.908312e-03	5.596663e-04	2.849312e-03	3.685612e-04	1.459717e-03	3.706159e-04	-2.403940e-03	-1.779229e-03	-1.181630e-03	4.415085e-03	-2.286118e-03	1.993354e-03	-3.103615e-03	1.289434e-03	8.071256e-04	-2.870533e-03	-6.650670e-03	-6.650670e-03	-6.287541e-03	-2.239078e-03	-2.702550e-03	1.123209e-03	-8.925556e-04	-3.042533e-03	-1.465848e-03	-8.563616e-03	-2.115814e-03	-8.252532e-03
1426_pair	-7.815620e-04	-8.519758e-05	-1.773372e-04	7.219097e-04	9.483264e-04	2.943793e-04	-5.014831e-04	-6.184105e-04	5.972927e-04	3.631800e-04	1.594022e-03	2.061389e-03	8.849429e-04	6.155799e-04	1.642668e-03	1.076226e-03	-1.828405e-04	5.794132e-04	2.689991e-03	-1.230547e-03	-2.089567e-03	2.832300e-04	-1.075107e-03	-1.696633e-03	1.335900e-03	1.567894e-03	0	-4.022049e-03	-1.745198e-03	-2.000985e-03	-8.194872e-04	1.693390e-03	9.144535e-04	1.052867e-03	-3.552700e-03	-1.095234e-03	-1.080677e-03	-8.574883e-04	-3.403878e-03
